accession_id	nativename	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 33	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 61	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 73	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 138	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 146	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 232	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 263	AtMSQTsnp 266	AtMSQTsnp 267	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 327	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 398	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
73	Mz-0	3	2	1	3	3	4	1	1	2	0	4	3	1	4	2	4	4	1	2	2	2	2	4	4	1	4	3	4	2	1	1	1	1	3	2	4	1	2	3	2	3	3	3	3	3	2	3	1	3	1	0	3	3	0	4	4	2	2	1	4	1	3	4	2	2	3	1	1	1	3	1	4	1	2	1	1	1	1	4	4	2	1	3	3	3	3	1	3	2	4	1	1	2	2	2	3	4	3	3	4	2	4	4	3	3	4	3	1	2	0	4	2	4	0	1	1	2	4	2	2	4	3	3	3	3	3	3	3	1	1	1	-2	2	3	2	4	3	1	1	3	3	1	2	1	3	2	3	1	0
74	Wt-5	1	2	1	4	1	2	1	4	4	2	2	1	1	4	4	4	3	1	3	2	1	2	4	2	1	4	2	1	0	1	1	1	3	4	4	2	1	2	3	4	1	-2	2	3	3	2	3	1	1	3	0	3	3	0	2	4	-2	0	2	4	1	1	2	2	2	3	2	3	1	1	0	4	4	4	1	1	4	3	4	1	2	1	3	4	3	1	2	3	2	2	1	1	0	2	4	3	-2	4	3	2	0	4	4	3	3	2	3	3	2	0	4	2	4	1	0	1	2	0	2	4	2	3	3	3	3	3	3	3	1	0	3	0	2	3	1	2	3	1	1	3	3	1	2	1	3	2	3	1	0
75	Kas-2	3	2	1	4	1	4	3	4	2	2	4	1	3	4	4	3	4	1	2	2	1	2	4	2	3	4	2	0	0	1	2	1	1	3	2	4	1	2	1	2	1	1	2	1	3	2	1	3	1	1	0	3	3	0	4	4	1	2	1	4	2	1	2	4	2	3	2	3	0	3	4	4	4	4	3	1	4	1	2	1	4	3	3	3	3	3	2	1	2	2	1	1	2	2	4	4	4	3	1	2	4	4	2	2	3	2	3	3	2	3	4	1	2	4	0	3	4	0	2	2	2	3	3	4	3	3	3	3	3	3	1	3	3	1	2	2	1	1	3	3	2	1	4	1	3	4	3	1	1
76	Ct-1	3	1	3	4	3	2	1	1	2	3	2	1	3	4	2	4	4	1	2	2	1	2	2	4	1	2	2	1	0	3	2	1	3	3	4	4	1	4	3	2	1	1	3	1	3	4	3	3	1	1	3	3	3	4	4	4	1	0	1	0	1	1	4	4	2	3	2	1	0	1	4	4	1	2	3	2	4	1	2	1	2	3	3	4	3	3	2	1	2	2	1	3	2	2	4	3	4	3	3	4	2	1	4	2	3	4	3	3	4	2	1	1	4	1	0	1	0	3	2	2	4	3	3	4	3	4	3	3	1	3	0	0	3	3	2	2	3	1	1	3	2	1	4	1	3	2	1	4	1
77	Mr-0	3	1	1	4	3	2	1	4	2	2	2	3	1	1	2	3	3	2	2	4	1	2	2	4	3	4	3	1	2	3	0	3	3	3	2	4	0	2	0	4	3	3	2	3	3	2	3	1	1	1	3	3	3	0	2	4	1	0	2	0	1	1	2	2	1	3	1	3	0	3	0	1	1	2	1	2	1	3	2	1	4	3	3	3	1	3	2	1	2	4	1	1	1	2	4	4	2	3	1	4	4	4	4	2	3	4	3	3	2	3	1	2	4	1	2	1	0	3	3	2	2	3	3	4	3	3	4	3	3	1	0	-2	3	1	2	2	3	3	3	4	2	3	2	3	3	4	3	1	3
78	Tsu-1	1	2	3	3	3	4	1	4	4	2	2	3	1	4	2	3	4	1	2	2	2	2	4	2	1	4	2	1	2	1	2	3	1	3	4	4	0	2	3	4	3	1	2	3	1	2	1	3	3	1	3	3	3	2	2	2	1	2	1	4	1	3	4	2	1	3	1	1	1	3	1	4	0	2	3	2	4	1	4	1	2	1	3	3	3	1	1	3	4	2	1	3	2	2	4	4	2	3	3	2	4	4	4	3	1	4	4	1	2	3	4	2	4	4	2	1	2	4	2	4	2	3	3	4	3	3	4	3	3	3	0	3	2	3	2	2	3	1	1	3	2	3	4	1	1	4	1	1	3
79	Mt-0	1	1	1	3	3	4	3	1	2	2	4	3	1	4	0	3	3	1	2	2	1	2	2	0	1	0	2	4	2	1	1	1	1	3	4	2	1	4	-2	2	3	3	3	3	1	4	3	1	0	3	0	3	1	4	4	2	2	2	2	2	1	1	0	2	2	3	2	3	0	3	4	4	4	2	1	1	1	1	2	1	2	3	3	4	1	3	1	3	4	2	3	1	1	1	2	4	2	4	1	4	2	4	4	3	3	4	4	1	0	0	4	1	4	4	1	1	0	0	2	2	4	3	3	4	3	3	3	3	1	1	1	3	2	1	2	2	3	1	1	3	3	3	4	1	3	2	1	1	3
80	Nok-3	1	1	1	3	3	4	3	4	2	3	2	3	1	1	4	3	3	2	3	4	1	4	2	2	1	4	3	1	2	1	1	1	3	3	4	4	1	2	3	2	3	3	2	3	1	4	3	1	1	1	1	4	3	4	4	2	2	2	1	4	3	3	4	4	2	3	1	3	0	3	4	4	1	2	3	1	4	1	4	1	2	3	1	3	3	3	1	1	2	2	1	1	2	2	4	3	-2	4	1	2	2	1	4	3	1	4	4	1	0	-2	-2	0	4	0	1	3	2	0	2	2	2	1	3	4	3	4	4	1	1	1	1	1	4	3	2	4	3	3	3	3	3	3	4	1	1	2	1	1	1
81	Wa-1	3	2	1	4	3	4	1	4	2	0	2	3	3	4	4	3	4	1	2	4	1	2	2	0	1	4	2	1	2	3	-2	3	3	3	4	4	4	4	1	4	1	1	3	3	3	4	1	3	1	1	3	4	3	4	4	4	1	4	2	0	3	3	4	4	2	3	2	1	0	3	0	4	4	2	1	1	1	0	4	1	2	3	3	3	3	3	2	1	2	4	1	3	2	-2	2	4	2	4	3	4	2	4	4	3	1	4	3	3	2	2	4	0	4	4	2	1	2	3	2	2	4	3	3	4	1	4	4	3	3	3	0	3	3	1	2	4	3	1	1	3	2	1	4	1	3	2	3	4	0
82	Fei-0	3	2	1	4	1	4	3	1	2	2	2	3	1	4	2	3	3	1	2	2	1	0	4	4	3	4	2	1	0	3	2	3	1	4	2	4	4	2	3	2	3	3	2	3	1	2	1	1	1	3	1	3	1	0	4	2	0	0	2	2	2	1	0	4	2	3	2	3	3	3	1	4	0	4	3	1	1	1	4	4	4	3	3	3	6	1	1	3	2	2	3	1	1	-2	4	4	4	4	3	4	4	1	4	2	1	2	4	1	0	0	1	0	2	1	0	1	4	0	2	0	2	1	1	-2	3	3	3	1	1	1	3	3	3	1	2	2	3	0	3	3	3	1	2	1	1	2	1	1	0
83	Se-0	1	1	1	3	3	4	1	4	4	2	2	3	3	4	2	4	3	1	3	2	1	4	4	0	3	4	2	1	0	1	2	1	3	3	2	4	1	2	1	4	3	1	3	3	3	4	1	1	1	3	0	3	1	0	2	4	1	4	1	2	3	3	4	4	2	4	1	1	3	3	4	1	1	4	3	1	4	1	4	1	4	3	3	4	3	1	1	3	4	2	1	1	2	1	4	4	2	4	3	2	4	4	4	3	3	4	3	1	0	0	4	2	2	4	0	1	2	0	3	2	2	1	3	4	1	3	3	3	3	3	1	3	3	1	1	4	3	1	3	3	3	3	2	1	1	4	3	1	3
84	Ts-1	1	1	3	3	1	4	3	1	4	3	2	1	3	4	4	3	3	2	3	4	1	4	4	4	3	4	3	1	0	3	0	3	3	4	2	2	1	2	1	4	3	1	2	1	3	4	3	1	1	1	3	3	1	4	4	2	1	4	2	0	3	3	4	2	0	4	1	1	3	0	1	1	4	4	3	2	4	1	4	1	4	3	3	4	3	1	1	3	2	2	1	1	2	2	4	4	2	4	1	4	4	4	4	2	3	4	3	3	4	0	4	1	4	4	0	0	0	4	2	2	2	1	3	4	3	4	3	3	3	3	3	0	2	1	1	2	1	3	1	4	3	3	2	1	1	4	3	1	3
85	Ts-5	3	1	3	3	1	4	3	1	4	2	2	3	3	1	0	4	3	1	3	2	1	4	4	4	3	4	3	4	2	1	1	3	1	4	4	4	1	2	1	4	1	1	2	3	3	4	3	1	1	3	3	3	1	2	2	2	2	0	2	0	1	1	2	2	2	4	1	1	1	1	4	1	1	4	3	1	4	1	4	1	4	3	3	4	3	1	2	3	4	2	1	1	2	2	4	4	2	4	3	4	4	1	4	2	3	4	3	1	4	2	4	2	4	4	1	1	0	4	3	2	2	3	1	3	3	3	3	3	3	1	3	3	3	3	1	2	0	3	1	4	2	3	2	1	3	4	3	1	1
86	Pro-0	1	1	1	3	3	4	3	4	4	3	0	3	3	1	2	3	3	0	2	4	1	2	4	2	1	2	3	1	2	3	0	3	3	3	4	2	0	2	3	4	1	3	3	3	1	2	1	3	3	1	1	4	1	4	2	2	1	0	2	2	3	3	4	4	2	4	1	1	3	3	4	4	-2	4	3	1	1	1	4	4	4	1	1	3	1	3	2	3	4	2	3	1	2	1	2	3	4	3	3	2	4	4	2	3	1	4	3	1	4	3	1	1	4	4	0	3	2	0	3	4	2	1	1	-2	3	4	3	1	3	3	3	1	2	1	1	2	0	3	1	3	3	1	2	1	1	2	1	1	1
87	LL-0	3	2	3	3	3	4	1	4	4	3	2	3	3	4	4	4	3	1	2	0	1	2	4	4	3	4	2	1	2	1	2	1	1	4	4	2	1	2	1	4	3	1	3	3	3	4	3	1	3	1	3	3	3	0	2	2	2	4	2	2	1	3	4	2	2	4	1	1	0	3	4	1	4	4	3	2	4	1	4	1	0	3	3	4	3	1	2	1	2	2	1	1	2	2	2	3	-2	4	1	4	2	1	4	2	3	4	3	3	4	2	4	1	4	4	2	1	2	0	3	2	2	1	3	4	3	4	3	3	3	0	3	3	2	0	1	2	1	3	3	4	3	1	2	1	1	4	3	1	1
88	Kondara	1	2	1	4	1	4	3	4	2	2	2	1	3	4	4	3	4	1	2	4	1	4	2	2	1	4	3	4	2	1	1	1	1	3	2	4	1	2	1	2	1	1	2	1	3	2	1	1	1	3	1	3	1	4	4	4	1	2	1	4	1	1	2	4	1	3	2	3	0	3	4	4	4	4	1	2	4	1	2	1	2	3	3	3	1	3	2	1	2	2	1	1	-1	2	2	4	-2	3	1	2	2	4	2	2	3	4	4	3	2	3	-2	0	2	0	1	3	4	0	2	2	4	3	3	4	3	4	3	3	3	0	1	3	2	0	2	4	1	1	3	4	2	1	4	1	3	4	3	1	1
89	Shahdara	3	2	1	4	1	4	3	4	2	2	2	1	3	4	2	3	4	1	3	2	1	4	2	2	1	2	3	1	0	1	2	1	1	3	2	2	1	2	1	4	3	0	2	1	3	2	1	0	1	3	0	3	1	4	4	4	1	2	1	4	1	1	2	0	2	3	1	3	0	3	0	4	4	4	3	1	4	1	2	1	2	3	3	3	1	3	2	3	2	2	1	1	-1	2	2	4	-2	3	1	2	2	4	2	2	3	4	4	3	2	-2	4	1	2	0	1	3	4	0	2	2	4	3	3	4	3	4	4	1	3	1	0	1	2	3	2	4	1	1	3	4	2	1	4	1	3	4	3	1	0
90	Sorbo	1	2	1	4	1	4	1	4	2	2	2	1	3	4	2	3	4	0	3	2	1	0	2	2	1	2	2	1	2	1	-2	1	1	3	2	4	1	2	1	2	1	1	2	1	3	2	1	3	1	3	1	3	3	0	4	4	0	0	1	4	0	1	2	4	1	3	1	0	1	3	4	4	4	4	3	2	1	0	2	1	2	3	3	3	1	3	2	1	2	2	0	1	-1	-2	2	4	-2	3	3	4	2	1	2	2	3	4	4	3	2	2	4	1	2	0	0	3	4	0	2	2	4	3	3	4	3	4	4	1	3	1	0	3	2	1	2	4	1	1	3	3	2	3	2	1	3	0	3	1	1
91	Kin-0	3	2	3	4	3	4	3	4	4	2	2	3	1	4	4	4	3	1	2	4	1	4	2	2	1	4	3	1	2	3	2	1	1	4	2	4	1	4	0	2	3	3	-2	3	3	4	0	3	3	1	3	3	1	4	4	2	2	0	1	0	0	3	4	0	1	3	1	1	3	3	1	1	1	2	1	1	4	-2	2	1	4	3	3	3	3	1	2	3	4	2	3	1	2	2	4	3	-2	4	3	2	4	1	2	2	3	2	4	1	4	0	4	1	2	4	0	3	0	0	2	2	2	3	1	3	1	4	3	1	3	3	1	0	3	3	1	2	0	1	1	3	3	1	4	1	1	2	3	1	0
92	Ms-0	3	2	1	4	3	2	1	4	2	2	2	1	3	4	4	3	4	1	2	4	1	4	2	2	1	2	2	1	4	3	-2	1	3	3	4	4	1	2	1	4	3	1	-2	1	3	4	0	3	1	1	3	4	3	4	4	4	1	2	1	4	-2	1	2	4	2	3	1	1	3	6	4	4	1	2	3	2	4	-2	4	1	2	3	1	3	1	0	2	3	2	2	1	6	1	2	-2	4	-2	-2	-2	-2	2	4	2	2	1	2	3	3	2	0	4	1	2	4	0	6	0	3	3	2	4	3	3	-2	3	0	4	3	3	1	3	3	2	3	2	4	1	1	1	3	2	3	4	1	3	2	1	4	1
93	Bur-0	1	1	1	3	1	4	1	1	2	3	2	3	1	4	2	4	4	1	3	2	2	2	2	4	3	4	2	1	4	1	2	1	1	3	2	4	4	2	3	4	3	3	-2	1	3	4	3	3	1	0	1	3	1	4	4	4	1	2	2	2	1	3	4	2	2	4	-2	3	3	1	1	4	1	2	3	1	1	-2	2	4	4	3	1	4	3	3	2	1	4	2	1	3	1	1	-2	4	-2	3	3	4	2	4	4	2	3	2	3	3	4	0	4	1	4	1	1	1	0	4	3	2	2	1	3	4	3	4	4	1	3	1	0	1	3	1	2	2	3	1	3	4	2	1	2	3	1	4	1	1	0
94	Edi-0	1	2	1	3	3	2	1	1	2	3	4	3	1	1	4	4	4	1	3	4	2	2	4	4	1	4	3	1	2	1	2	1	1	3	4	4	4	2	3	2	3	3	2	3	3	4	3	3	0	3	1	4	1	4	2	4	2	2	1	4	3	3	4	4	1	3	1	3	3	3	4	1	1	2	0	2	1	-2	4	4	0	1	1	4	1	3	1	1	2	2	3	1	2	2	4	4	-2	4	1	2	2	4	4	3	1	2	4	1	2	3	1	1	4	4	0	1	4	0	3	4	4	1	3	4	3	3	3	3	1	3	0	1	2	1	2	4	3	1	1	3	3	3	2	3	3	4	1	1	1
95	Oy-0	1	2	1	3	3	4	3	4	4	2	4	1	1	1	2	3	4	1	3	2	2	2	2	2	3	2	2	1	4	1	1	1	1	3	2	4	1	2	3	4	3	3	3	3	3	2	1	1	1	0	3	3	3	2	2	4	2	2	1	2	1	1	2	2	2	3	-2	1	0	3	0	4	4	2	3	1	4	-2	4	4	2	3	3	3	3	3	1	1	2	2	1	1	1	2	4	4	2	3	3	2	2	4	4	3	1	2	4	1	2	0	4	1	2	0	2	1	4	4	2	2	4	3	1	4	3	4	0	3	3	-2	1	1	2	3	2	2	3	1	1	4	3	1	2	1	1	2	1	1	0
96	Ws-2	1	-2	1	-2	3	2	3	4	-2	2	2	1	1	4	4	3	3	0	3	2	2	2	4	4	1	4	2	4	4	1	1	3	1	3	4	2	1	4	3	4	1	-2	3	0	3	2	-2	3	3	3	3	3	3	0	2	4	2	0	1	4	3	3	4	4	1	3	-2	1	0	3	-2	4	4	4	1	2	1	0	4	4	2	1	3	4	1	3	1	1	4	4	-2	3	1	2	4	3	4	4	0	4	2	4	4	2	3	0	3	1	0	2	-2	2	4	0	2	3	2	0	2	2	4	3	3	4	3	3	3	1	3	1	3	3	3	1	2	4	3	1	3	3	2	1	4	1	3	4	3	1	0
98	M3385S	-2	1	-2	3	-2	-2	-2	-2	4	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	3	3	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
289	Kent	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	4	3	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
290	Rsch-4	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	4	3	4	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
291	Algutsrum	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	3	3	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
292	Lund	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	3	1	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
293	Köln	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	4	3	4	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
294	NC-6	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	4	3	4	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
295	Vimmerby	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	3	1	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
296	Pu2-8	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	4	3	4	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
297	Dem-4	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	3	0	4	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
